"CMS Certification Number","Facility Name","Address","City","County","State","Zip","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Measure Start Date","Measure End Date"
"110229","PIEDMONT NEWNAN HOSPITAL, INC","745 P0plr Rd.","Newnan",,"GA","30263",7704001000,97,3,0,98,93,5,2,96,90,8,2,95,87,11,2,94,,2266,530,23,04/01/2017,03/31/2018
"110230","EMORY JOHNS CREEK HOSPITAL","6325 Hospital Parkway","Johns Creek",,"GA","30097",6784747000,95,4,1,97,91,7,2,95,88,9,3,94,88,10,2,95,,1761,429,24,04/01/2017,03/31/2018
"110233","SOUTHEASTERN REGIONAL MEDICAL CENTER","600 Celebrate Life Parkway","Newnan",,"GA","30265",4048448334,,,,,,,,,,,,,,,,,"4",,,,,
"111306","EFFINGHAM HEALTH SYSTEM","459 Ga Highway 119 South","Springfield",,"GA","31329",9127540160,97,2,1,98,92,6,2,95,91,7,2,95,81,16,3,92,"2",1185,325,27,04/01/2017,03/31/2018
"111311","JENKINS COUNTY MEDICAL CENTER","931 East Winthrope Avenue","Millen",,"GA","30442",4789824221,,,,,,,,,,,,,,,,,"4",,,,,
"111312","OPTIM MEDICAL CENTER - SCREVEN","215 Mims Road","Sylvania",,"GA","30467",9125647426,93,6,1,96,91,8,1,95,73,17,10,88,69,26,5,87,,619,159,26,04/01/2017,03/31/2018
"111320","HIGGINS GENERAL HOSPITAL","200 Allen Memorial Drive","Bremen",,"GA","30110",7708242210,,,,,,,,,,,,,,,,,"4",,,,,
"111323","OPTIM MEDICAL CENTER - TATTNALL","247 S Main Street","Reidsville",,"GA","30453",9125571000,96,4,0,98,90,9,1,94,85,12,3,94,87,11,2,94,,1393,423,30,04/01/2017,03/31/2018
"120002","MAUI MEMORIAL MEDICAL CENTER","221 Mahalani Street","Wailuku",,"HI","96793",8082449056,,,,,,,,,,,,,,,,,"4",,,,,
"120005","HILO MEDICAL CENTER","1190 Waianuenue Avenue","Hilo",,"HI","96720",8089323000,,,,,,,,,,,,,,,,,"4",,,,,
"120011","KAISER FOUNDATION HOSPITAL","3288 Moanalua Rd","Honolulu",,"HI","96819",8084320000,,,,,,,,,,,,,,,,,"4",,,,,
"130002","ST LUKES MAGIC VALLEY MEDICAL CENTER","650 Addison Avenue West","Twin Falls",,"ID","83301",2087372000,,,,,,,,,,,,,,,,,"4",,,,,
"130006","ST LUKE'S REGIONAL MEDICAL CENTER","190 East Bannock Street","Boise",,"ID","83712",2083812222,,,,,,,,,,,,,,,,,"4",,,,,
"130049","KOOTENAI HEALTH","2003 Kootenai Health Way","Coeur D'alene",,"ID","83814",2086254000,97,2,1,98,92,7,1,95,86,12,2,94,85,14,1,94,,2721,661,33,04/01/2017,03/31/2018
"130063","TREASURE VALLEY HOSPITAL","8800 West Emerald Street","Boise",,"ID","83704",2083735000,,,,,,,,,,,,,,,,,"4",,,,,
"130066","NORTHWEST SPECIALTY HOSPITAL","1593 East Polston Avenue","Post Falls",,"ID","83854",2082622466,97,3,0,98,88,10,2,93,87,11,2,95,90,9,1,96,,1238,456,37,04/01/2017,03/31/2018
"130071","ST LUKE'S NAMPA MEDICAL CENTER","9850 W St Lukes Drive","Nampa",,"ID","83687",2085052000,,,,,,,,,,,,,,,,,"4",,,,,
"131305","STEELE MEMORIAL MEDICAL CENTER","203 South Daisy Street","Salmon",,"ID","83467",2087565600,,,,,,,,,,,,,,,,,"4",,,,,
"131318","VALOR HEALTH","1202 East Locust Street","Emmett",,"ID","83617",2083653561,,,,,,,,,,,,,,,,,"4",,,,,
"131319","MINIDOKA MEMORIAL HOSPITAL","1224 8th Street","Rupert",,"ID","83350",2084360481,,,,,,,,,,,,,,,,,"4",,,,,
"131326","CASSIA REGIONAL HOSPITAL","1501 Hiland Ave","Burley",,"ID","83318",2086784444,96,4,0,98,92,6,2,95,80,17,3,92,78,22,0,93,,843,188,22,04/01/2017,03/31/2018
"140013","PROCTOR HOSPITAL","5409 N Knoxville Ave","Peoria",,"IL","61354",3096911000,97,3,0,98,89,9,2,94,85,13,2,93,81,17,2,92,,2078,683,33,04/01/2017,03/31/2018
"140015","BLESSING HOSPITAL","1005 Broadway St","Quincy",,"IL","62301",2172238400,98,2,0,99,92,7,1,95,86,12,2,94,86,12,2,94,,2274,758,34,04/01/2017,03/31/2018
"140019","HSHS GOOD SHEPHERD HOSPITAL INC","200 S Cedar St","Shelbyville",,"IL","62565",2177743961,,,,,,,,,,,,,,,,,"4",,,,,
"140032","ST ANTHONYS MEMORIAL HOSPITAL","503 N Maple Street","Effingham",,"IL","62401",2173422121,97,3,0,98,90,8,2,94,82,16,2,93,78,20,2,92,,3589,1408,39,04/01/2017,03/31/2018
"140034","SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA","400 North Pleasant Avenue","Centralia",,"IL","62801",6184366525,97,3,0,98,90,8,2,94,85,12,3,93,80,17,3,92,,1656,458,28,04/01/2017,03/31/2018
"140043","CGH MEDICAL CENTER","100 East Lefevre Road","Sterling",,"IL","61081",8156250400,98,2,0,99,94,5,1,96,87,11,2,94,76,22,2,91,"2",1338,484,36,04/01/2017,03/31/2018
"140046","SSM HEALTH - GOOD SAMARITAN HOSPITAL","1 Good Samaritan Way","Mount Vernon",,"IL","62864",6188992201,99,1,0,99,92,7,1,95,91,7,2,95,85,14,1,94,,1589,452,28,04/01/2017,03/31/2018
"140052","OSF SAINT ANTHONY'S HEALTH CENTER","St Anthony's Way,p.O. Box 340","Alton",,"IL","62002",6184652571,97,3,0,98,90,7,3,94,84,14,2,94,80,18,2,92,,3432,1031,30,04/01/2017,03/31/2018
"140053","ST JOHNS HOSPITAL","800 E Carpenter St","Springfield",,"IL","62769",2175446464,,,,,,,,,,,,,,,,,"4",,,,,
"140054","MACNEAL  HOSPITAL","3249 South Oak Park Avenue","Berwyn",,"IL","60402",7087839100,,,,,,,,,,,,,,,,,"4",,,,,
"140064","ST MARY MEDICAL CENTER","3333 North Seminary","Galesburg",,"IL","61401",3093443161,,,,,,,,,,,,,,,,,"4",,,,,
"140067","OSF SAINT FRANCIS MEDICAL CENTER","530 Ne Glen Oak Ave","Peoria",,"IL","61637",3096552000,,,,,,,,,,,,,,,,,"4",,,,,
"140089","MC DONOUGH DISTRICT HOSPITAL","525 East Grant Street","Macomb",,"IL","61455",3098334101,,,,,,,,,,,,,,,,,"4",,,,,
"140091","THE CARLE FOUNDATION HOSPITAL","611 West Park Street","Urbana",,"IL","61801",2173833311,97,3,0,98,91,7,2,95,89,11,0,95,85,13,2,94,,855,207,25,04/01/2017,03/31/2018
"140095","SAINT ANTHONY HOSPITAL","2875 West 19th Street","Chicago",,"IL","60623",7735211710,,,,,,,,,,,,,,,,,"4",,,,,
"140100","MIDWESTERN REGION MED CENTER","2520 Elisha Avenue","Zion",,"IL","60099",8478724561,,,,,,,,,,,,,,,,,"4",,,,,
"140110","OTTAWA REGIONAL HOSPITAL DBA OSF SAINT ELIZABETH MDL CTR","1100 East Norris Drive","Ottawa",,"IL","61350",8154333100,,,,,,,,,,,,,,,,,"4",,,,,
"140114","SWEDISH COVENANT HOSPITAL","5145 N California Ave","Chicago",,"IL","60625",7738788200,,,,,,,,,,,,,,,,,"4",,,,,
"140116","CENTEGRA HOSPITAL-MCHENRY","10400 Haligus Road","Huntley",,"IL","60142",8153445000,98,2,0,99,90,7,3,94,83,14,3,93,76,21,3,91,,2646,857,32,04/01/2017,03/31/2018
"140120","PEKIN MEMORIAL HOSPITAL","600 South 13th Street","Pekin",,"IL","61554",3093471151,,,,,,,,,,,,,,,,,"4",,,,,
"140137","GREENVILLE REGIONAL HOSPITAL","200 Healthcare Dive","Greenville",,"IL","62246",6186641230,98,2,0,99,95,4,1,97,86,12,2,94,80,19,1,93,,689,281,41,04/01/2017,03/31/2018
"140143","ST MARGARETS HOSPITAL","600 E 1st St","Spring Valley",,"IL","61362",8156641176,,,,,,,,,,,,,,,,,"4",,,,,
"140145","ST JOSEPHS HOSPITAL","9515 Holy Cross Lane","Breese",,"IL","62230",6185264511,99,1,0,99,95,4,1,97,93,6,1,96,89,10,1,96,,2100,1004,48,04/01/2017,03/31/2018
"140147","RICHLAND MEMORIAL HOSPITAL","800 East Locust","Olney",,"IL","62450",6183952131,,,,,,,,,,,,,,,,,"4",,,,,
"140150","UNIVERSITY OF ILLINOIS HOSPITAL","1740 West Taylor,building 924-M/C 581","Chicago",,"IL","60612",3129967000,,,,,,,,,,,,,,,,,"4",,,,,
"140160","FHN MEMORIAL HOSPITAL","1045 West Stephenson Street","Freeport",,"IL","61032",8155996000,,,,,,,,,,,,,,,,,"4",,,,,
"140161","SAINT JAMES HOSPITAL","2500 West Reynolds Street","Pontiac",,"IL","61764",8158422828,,,,,,,,,,,,,,,,,"4",,,,,
"140162","ST JOSEPH MEDICAL CENTER","2200 E Washington","Bloomington",,"IL","61701",3096623311,,,,,,,,,,,,,,,,,"4",,,,,
"140166","ST MARYS HOSPITAL","1800 E Lake Shore Dr","Decatur",,"IL","62521",2174642966,96,4,0,98,89,9,2,93,80,17,3,92,76,21,3,90,,2100,600,29,04/01/2017,03/31/2018
"140172","FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS","20201 S Crawford Avenue","Olympia Fields",,"IL","60461",7087474000,,,,,,,,,,,,,,,,,"4",,,,,
"140176","CENTEGRA HOSPITAL - WOODSTOCK","3701 Doty Road","Woodstock",,"IL","60098",8153382500,,,,,,,,,,,,,,,,,"4",,,,,
"140179","LITTLE COMPANY OF MARY HOSPITAL","2800 W 95th St","Evergreen Park",,"IL","60805",7084226200,,,,,,,,,,,,,,,,,"4",,,,,
"140187","HSHS ST ELIZABETH'S HOSPITAL","211 South Third Street","Belleville",,"IL","62222",6182342120,96,3,1,98,92,7,1,96,84,13,3,93,81,17,2,93,,4618,1499,33,04/01/2017,03/31/2018
"140200","ELMHURST MEMORIAL HOSPITAL","155 East Brush Hill Road","Elmhurst",,"IL","60126",3312211000,,,,,,,,,,,,,,,,,"4",,,,,
"140209","METHODIST MEDICAL CENTER OF ILLINOIS","221 N E Glen Oak Ave","Peoria",,"IL","61636",3096725522,97,3,0,98,89,9,2,93,83,14,3,93,81,17,2,93,,1945,518,27,04/01/2017,03/31/2018
"140231","EDWARD HOSPITAL","801 South Washington","Naperville",,"IL","60540",6305273000,,,,,,,,,,,,,,,,,"4",,,,,
"140233","OSF SAINT ANTHONY MEDICAL CENTER","5666 East State Street","Rockford",,"IL","61108",8152262000,,,,,,,,,,,,,,,,,"4",,,,,
"140242","CENTRAL DUPAGE HOSPITAL","25 North Winfield Road","Winfield",,"IL","60190",6309331600,99,1,0,99,93,6,1,96,92,7,1,96,89,9,2,95,,706,207,29,04/01/2017,03/31/2018
"140258","ALEXIAN BROTHERS MEDICAL CENTER 1","800 W Biesterfield Rd","Elk Grove Village",,"IL","60007",8474375500,,,,,,,,,,,,,,,,,"4",,,,,
"140280","TRINITY - ROCK ISLAND","2701 17th St","Rock Island",,"IL","61201",3097795000,96,3,1,98,88,9,3,93,82,15,3,92,78,20,2,92,,3956,1185,31,04/01/2017,03/31/2018
"140281","NORTHWESTERN MEMORIAL HOSPITAL","211 E Ontario St,suite 1550","Chicago",,"IL","60611",3129263010,97,2,1,98,87,10,3,92,89,9,2,95,87,11,2,95,,2173,539,25,04/01/2017,03/31/2018
"140290","ST ALEXIUS MEDICAL CENTER","1555 N Barrington Rd","Hoffman Estates",,"IL","60169",8478432000,,,,,,,,,,,,,,,,,"4",,,,,
"141316","CARLE HOOPESTON REGIONAL HEALTH CENTER","701 East Orange Street","Hoopeston",,"IL","60942",2172835531,99,1,0,99,97,1,2,98,91,8,1,96,89,11,0,96,,292,105,38,04/01/2017,03/31/2018
"141318","OSF HOLY FAMILY MEDICAL CENTER","1000 W Harlem Avenue","Monmouth",,"IL","61462",3097343141,,,,,,,,,,,,,,,,,"4",,,,,
"141335","MERCY HARVARD HOSPITAL","901 Grant Street","Harvard",,"IL","60033",8159435431,97,3,0,98,91,7,2,95,81,17,2,93,79,20,1,92,,1406,413,29,04/01/2017,03/31/2018
"141336","ST JOSEPH'S HOSPITAL","12866 Troxler Avenue","Highland",,"IL","62249",6186512600,99,1,0,99,95,4,1,97,91,8,1,96,87,12,1,95,,1027,495,48,04/01/2017,03/31/2018
"141337","PERRY MEMORIAL HOSPITAL","530 Park Avenue East","Princeton",,"IL","61356",8158752811,,,,,,,,,,,,,,,,,"4",,,,,
"141350","ST FRANCIS HOSPITAL","1215 Franciscan Dr","Litchfield",,"IL","62056",2173242191,99,1,0,99,95,4,1,97,89,10,1,95,82,17,1,93,,1765,596,34,04/01/2017,03/31/2018
"150002","METHODIST HOSPITALS INC","600 Grant St","Gary",,"IN","46402",2198864000,,,,,,,,,,,,,,,,,"4",,,,,
"150004","FRANCISCAN ST. MARGARET HEALTH HAMMOND","5454 Hohman Avenue","Hammond",,"IN","46320",2199322300,,,,,,,,,,,,,,,,,"4",,,,,
"150005","HENDRICKS REGIONAL HEALTH","1000 E Main St","Danville",,"IN","46122",3177454451,,,,,,,,,,,,,,,,,"4",,,,,
"150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W Homer St","Michigan City",,"IN","46360",2198798511,,,,,,,,,,,,,,,,,"4",,,,,
"150021","PARKVIEW REGIONAL MEDICAL CENTER","11109 Parkview Plaza Drive","Fort Wayne",,"IN","46845",2602661195,,,,,,,,,,,,,,,,,"4",,,,,
"150022","FRANCISCAN HEALTH CRAWFORDSVILLE","1710 Lafayette Rd","Crawfordsville",,"IN","47933",7653622800,,,,,,,,,,,,,,,,,"4",,,,,
"150023","UNION HOSPITAL INC","1606 North 7th Street","Terre Haute",,"IN","47804",8122387000,98,2,0,99,91,7,2,95,88,10,2,95,84,15,1,94,,3800,1083,29,04/01/2017,03/31/2018
"150024","ESKENAZI HEALTH","720 Eskenazi Ave","Indianapolis",,"IN","46202",3178800000,96,3,1,98,90,8,2,94,83,13,4,93,78,17,5,90,,2355,384,16,04/01/2017,03/31/2018
"150030","HENRY COUNTY MEMORIAL HOSPITAL","1000 North 16th Street","New Castle",,"IN","47362",7655210890,97,3,0,99,94,5,1,96,84,15,1,94,81,18,1,93,,1406,455,35,04/01/2017,03/31/2018
"150037","HANCOCK REGIONAL HOSPITAL","801 N State St","Greenfield",,"IN","46140",3174625544,98,2,0,99,92,6,2,95,89,9,2,95,87,11,2,95,"5",1280,339,27,04/01/2017,03/31/2018
"150042","GOOD SAMARITAN HOSPITAL","520 South 7th Street","Vincennes",,"IN","47591",8128825220,98,2,0,99,91,8,1,95,88,11,1,95,84,15,1,94,,2500,763,31,04/01/2017,03/31/2018
"150045","DEKALB HEALTH","1316 E Seventh St","Auburn",,"IN","46706",2609254600,,,,,,,,,,,,,,,,,"4",,,,,
"150048","REID HOSPITAL & HEALTH CARE SERVICES","1100 Reid Pkwy","Richmond",,"IN","47374",7659833000,95,4,1,97,85,11,4,91,81,14,5,92,71,27,2,89,,690,184,27,04/01/2017,03/31/2018
"150065","SCHNECK MEDICAL CENTER","411 W Tipton St","Seymour",,"IN","47274",8125222349,98,2,0,99,94,5,1,96,89,9,2,95,85,13,2,94,,3120,928,30,04/01/2017,03/31/2018
"150069","KING'S DAUGHTERS' HEALTH","1373 East Sr 62","Madison",,"IN","47250",8128010800,96,3,1,98,94,5,1,97,85,13,2,93,77,20,3,91,,1535,423,28,04/01/2017,03/31/2018
"150086","DEARBORN COUNTY HOSPITAL","600 Wilson Creek Rd","Lawrenceburg",,"IN","47025",8125371010,99,1,0,99,93,5,2,96,85,13,2,93,74,24,2,90,,1448,444,31,04/01/2017,03/31/2018
"150090","FRANCISCAN HEALTH DYER","24 Joliet St","Dyer",,"IN","46311",2198652141,,,,,,,,,,,,,,,,,"4",,,,,
"150091","PARKVIEW HUNTINGTON HOSPITAL","2001 Stults Rd","Huntington",,"IN","46750",2603553300,,,,,,,,,,,,,,,,,"4",,,,,
"150101","PARKVIEW WHITLEY HOSPITAL","1260 E Sr 205","Columbia City",,"IN","46725",2602489000,,,,,,,,,,,,,,,,,"4",,,,,
"150109","FRANCISCAN HEALTH LAFAYETTE","1701 S Creasy Ln","Lafayette",,"IN","47905",7655024000,,,,,,,,,,,,,,,,,"4",,,,,
"150112","COLUMBUS REGIONAL HOSPITAL","2400 E 17th St","Columbus",,"IN","47201",8123794441,,,,,,,,,,,,,,,,,"4",,,,,
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W. 9th St.","Jasper",,"IN","47546",8129960391,,,,,,,,,,,,,,,,,"4",,,,,
"150126","FRANCISCAN HEALTH CROWN POINT","1201 S Main St","Crown Point",,"IN","46307",2197576100,,,,,,,,,,,,,,,,,"4",,,,,
"150146","PARKVIEW NOBLE HOSPITAL","Po Box 728,401 Sawyer Road","Kendallville",,"IN","46755",2603478700,,,,,,,,,,,,,,,,,"4",,,,,
"150160","INDIANA ORTHOPAEDIC HOSPITAL, LLC","8400 Northwest Blvd","Indianapolis",,"IN","46278",3179561000,98,2,0,99,91,7,2,94,90,8,2,95,90,9,1,96,,1380,487,35,04/01/2017,03/31/2018
"150162","FRANCISCAN HEALTH INDIANAPOLIS","8111 South Emerson Avenue","Indianapolis",,"IN","46237",3175285000,,,,,,,,,,,,,,,,,"4",,,,,
"150165","FRANCISCAN HEALTHCARE - MUNSTER","701 Superior Avenue","Munster",,"IN","46321",2199224200,,,,,,,,,,,,,,,,,"4",,,,,
"150167","ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","11130 Parkview Circle Dr","Fort Wayne",,"IN","46845",2606725000,,,,,,,,,,,,,,,,,"4",,,,,
"150182","FRANCISCAN HEALTH CARMEL","12188 B North Meridian St.","Carmel",,"IN","46240",3177054500,,,,,,,,,,,,,,,,,"4",,,,,
"151310","PARKVIEW WABASH HOSPITAL, INC","710 N East St","Wabash",,"IN","46992",2605692160,,,,,,,,,,,,,,,,,"4",,,,,
"151320","JAY COUNTY HOSPITAL","500 W Votaw St","Portland",,"IN","47371",2607267131,96,4,0,98,90,8,2,94,82,13,5,92,81,17,2,93,,1105,248,23,04/01/2017,03/31/2018
"151323","PARKVIEW LAGRANGE HOSPITAL","207 N Townline Rd","Lagrange",,"IN","46761",2604639000,,,,,,,,,,,,,,,,,"4",,,,,
"151324","FRANCISCAN HEALTH RENSSELAER, INC","1104 East Grace Street","Rensselaer",,"IN","47978",2198665141,,,,,,,,,,,,,,,,,"4",,,,,
"151326","UNION HOSPITAL CLINTON","801 S Main St","Clinton",,"IN","47842",7658321234,97,2,1,98,93,6,1,96,87,8,5,94,82,15,3,92,,318,129,41,04/01/2017,03/31/2018
"151327","SULLIVAN COUNTY COMMUNITY HOSPITAL","2200 North Section Street,po Box 10","Sullivan",,"IN","47882",8122684311,97,3,0,98,90,7,3,94,86,11,3,94,81,17,2,93,,865,307,36,04/01/2017,03/31/2018
"151330","ADAMS MEMORIAL HOSPITAL","1100 Mercer,po Box 151","Decatur",,"IN","46733",2607242145,96,4,0,98,88,9,3,93,79,19,2,92,77,21,2,91,,1586,454,29,04/01/2017,03/31/2018
"151332","DECATUR COUNTY MEMORIAL HOSPITAL","720 N Lincoln St","Greensburg",,"IN","47240",8126634331,98,2,0,99,91,8,1,95,89,9,2,95,80,19,1,93,,1273,361,29,04/01/2017,03/31/2018
"160001","UNITYPOINT HEALTH-MARSHALLTOWN","3 S 4th Ave","Marshalltown",,"IA","50158",6417545151,,,,,,,,,,,,,,,,,"4",,,,,
"160008","KEOKUK AREA HOSPITAL","1600 Morgan Street","Keokuk",,"IA","52632",3195247150,,,,,,,,,,,,,,,,,"4",,,,,
"160013","TRINITY MUSCATINE","1518 Mulberry Avenue","Muscatine",,"IA","52761",5632649100,97,3,0,99,93,5,2,96,84,14,2,93,74,25,1,91,,1407,380,27,04/01/2017,03/31/2018
"160016","TRINITY REGIONAL MEDICAL CENTER","802 Kenyon Rd","Fort Dodge",,"IA","50501",5155733101,,,,,,,,,,,,,,,,,"4",,,,,
"160024","IOWA LUTHERAN HOSPITAL","700 East University Avenue","Des Moines",,"IA","50316",5152635612,97,3,0,99,91,7,2,95,87,11,2,94,86,12,2,94,,3351,1034,31,04/01/2017,03/31/2018
"160045","ST LUKES HOSPITAL","1026 A Ave Ne","Cedar Rapids",,"IA","52402",3193697211,98,2,0,99,91,7,2,95,87,11,2,94,87,12,1,95,,2525,755,31,04/01/2017,03/31/2018
"160047","METHODIST JENNIE EDMUNDSON","933 East Pierce Street","Council Bluffs",,"IA","51503",7123966222,,,,,,,,,,,,,,,,,"4",,,,,
"160064","MERCY MEDICAL CENTER-NORTH IOWA","1000 Fourth Street Sw","Mason City",,"IA","50401",6414287000,,,,,,,,,,,,,,,,,"4",,,,,
"160079","MERCY MEDICAL CENTER - CEDAR RAPIDS","701 10th Street Se","Cedar Rapids",,"IA","52403",3193986011,,,,,,,,,,,,,,,,,"4",,,,,
"160082","IOWA METHODIST MEDICAL CENTER","1660 60th Street","West Des Moines",,"IA","50265",5152416212,97,3,0,98,90,8,2,94,83,13,4,93,82,15,3,93,,9891,2973,30,04/01/2017,03/31/2018
"160104","TRINITY - BETTENDORF","4500 Utica Road,attn:  Administration","Bettendorf",,"IA","52722",5637425000,95,4,1,97,87,10,3,92,79,16,5,91,77,20,3,91,,2151,462,23,04/01/2017,03/31/2018
"160110","ALLEN HOSPITAL","1825 Logan Avenue","Waterloo",,"IA","50703",3192353941,,,,,,,,,,,,,,,,,"4",,,,,
"160112","SPENCER MUNICIPAL HOSPITAL","1200 1st Avenue East","Spencer",,"IA","51301",7122646198,98,2,0,99,91,7,2,94,84,14,2,94,84,14,2,94,,1192,489,41,04/01/2017,03/31/2018
"160117","FINLEY HOSPITAL","350 North Grandview Avenue","Dubuque",,"IA","52001",5635821881,,,,,,,,,,,,,,,,,"4",,,,,
"160122","FORT MADISON COMMUNITY HOSPITAL","5445 Avenue O,box 174","Fort Madison",,"IA","52627",3193726530,,,,,,,,,,,,,,,,,"4",,,,,
"160146","ST LUKES REGIONAL MEDICAL CENTER","2720 Stone Park Boulevard","Sioux City",,"IA","51104",7122793500,,,,,,,,,,,,,,,,,"4",,,,,
"161334","HUMBOLDT COUNTY MEMORIAL HOSPITAL","1000 North 15th Street","Humboldt",,"IA","50548",5153324200,97,3,0,98,85,12,3,91,80,18,2,93,69,29,2,89,,565,211,37,04/01/2017,03/31/2018
"161339","WAVERLY HEALTH CENTER","312  9th Street Sw","Waverly",,"IA","50677",3193524120,98,2,0,99,93,6,1,96,83,16,1,94,85,14,1,95,,404,165,46,04/01/2017,03/31/2018
"161348","CLARKE COUNTY HOSPITAL","800 S Fillmore St","Osceola",,"IA","50213",6413422184,98,2,0,99,91,8,1,95,85,15,0,94,81,19,0,94,,327,115,35,04/01/2017,03/31/2018
"161355","KNOXVILLE HOSPITAL & CLINICS","1002 South Lincoln","Knoxville",,"IA","50138",6418422151,99,1,0,99,94,4,2,96,91,7,2,96,75,22,3,90,"3",146,63,43,04/01/2017,03/31/2018
"161356","HENRY COUNTY HEALTH CENTER","407 S White St","Mount Pleasant",,"IA","52641",3193853141,98,2,0,99,96,3,1,97,87,11,2,95,82,16,2,93,,977,465,48,04/01/2017,03/31/2018
"161365","GREATER REGIONAL MEDICAL CENTER","1700 West Townline Road","Creston",,"IA","50801",6417827091,98,2,0,99,94,5,1,97,88,11,1,95,85,14,1,94,,1598,614,38,04/01/2017,03/31/2018
"161367","PELLA REGIONAL HEALTH CENTER","404 Jefferson Street","Pella",,"IA","50219",6416283150,98,2,0,99,90,8,2,94,88,11,1,95,84,14,2,94,,1274,440,35,04/01/2017,03/31/2018
"161373","RINGGOLD COUNTY HOSPITAL","504 North Cleveland","Mount Ayr",,"IA","50854",6414643226,,,,,,,,,,,,,,,,,"4",,,,,
"170016","ST FRANCIS HEALTH CENTER","1700 Sw 7th St","Topeka",,"KS","66606",7852958000,96,4,0,98,89,9,2,93,82,14,4,93,81,17,2,93,,3793,1094,29,04/01/2017,03/31/2018
"170017","SUSAN B ALLEN MEMORIAL HOSPITAL","720 W Central St","El Dorado",,"KS","67042",3163213300,,,,,,,,,,,,,,,,,"4",,,,,
"170023","ST CATHERINE HOSPITAL","401 East Spruce","Garden City",,"KS","67846",6202722222,,,,,,,,,,,,,,,,,"4",,,,,
"170075","MERCY HOSPITAL, INC","218 E Pack Street","Moundridge",,"KS","67107",6203456391,,,,,,,,,,,,,,,,,"4",,,,,
"170145","COFFEYVILLE REGIONAL MEDICAL CENTER, INC","1400 West 4th","Coffeyville",,"KS","67337",6202511200,96,3,1,98,89,8,3,93,74,23,3,91,65,31,4,86,,889,267,30,04/01/2017,03/31/2018
"170187","SALINA SURGICAL HOSPITAL","401 South Santa Fe Avenue","Salina",,"KS","67401",7858270610,,,,,,,,,,,,,,,,,"4",,,,,
"171383","WILLIAM NEWTON HOSPITAL","1300 E Fifth Ave","Winfield",,"KS","67156",6202212300,,,,,,,,,,,,,,,,,"4",,,,,
"180002","WHITESBURG ARH HOSPITAL","240 Hospital Road","Whitesburg",,"KY","41858",6066333500,98,1,1,99,94,4,2,96,84,13,3,94,88,10,2,95,,1631,403,25,04/01/2017,03/31/2018
"180009","KING'S DAUGHTERS' MEDICAL CENTER","2201 Lexington Avenue","Ashland",,"KY","41101",6064084000,97,3,0,98,91,7,2,95,84,13,3,94,81,16,3,92,,2318,480,21,04/01/2017,03/31/2018
"180012","HARDIN MEMORIAL HOSPITAL","913 North Dixie Avenue","Elizabethtown",,"KY","42701",2707371212,97,3,0,98,92,7,1,95,86,12,2,94,83,15,2,93,,2792,794,29,04/01/2017,03/31/2018
"180013","THE MEDICAL CENTER (BOWLING GREEN)","913 North Dixie Avenue","Elizabeth",,"KY","42701",2707451000,94,5,1,97,89,9,2,93,76,18,6,91,77,20,3,91,,2802,602,21,04/01/2017,03/31/2018
"180018","ST CLAIRE REGIONAL MEDICAL CENTER","222 Medical Circle","Morehead",,"KY","40351",6067836500,,,,,,,,,,,,,,,,,"4",,,,,
"180020","MIDDLESBORO ARH HOSPITAL","3600 West Cumberland Avenue","Middlesboro",,"KY","40965",6062421101,95,4,1,97,89,9,2,94,81,17,2,94,84,14,2,94,,1423,339,25,04/01/2017,03/31/2018
"180029","HAZARD ARH REGIONAL MEDICAL CENTER","100 Medical Center Drive","Hazard",,"KY","41701",6064391331,92,7,1,96,90,7,3,94,75,19,6,91,75,22,3,91,,2449,596,25,04/01/2017,03/31/2018
"180035","ST ELIZABETH EDGEWOOD","1 Medical Village Drive","Edgewood",,"KY","41017",8593012000,96,3,1,98,90,7,3,93,89,10,1,95,89,9,2,95,"5",1374,368,28,04/01/2017,03/31/2018
