Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Numerator,Denominator,"Observed Rate Per 1,000",Footnote,Measure Start Date,Measure End Date
"14008F","MARION IL VA MEDICAL CENTER","2401 WEST MAIN","MARION","IL","62959","WILLIAMSON","6189975311","Perioperative Bleeding/Bruise (PSI09)","PSI-9","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"14008F","MARION IL VA MEDICAL CENTER","2401 WEST MAIN","MARION","IL","62959","WILLIAMSON","6189975311","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"14008F","MARION IL VA MEDICAL CENTER","2401 WEST MAIN","MARION","IL","62959","WILLIAMSON","6189975311","Postoperative Respiratory Failure (PSI11)","PSI-11","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"14008F","MARION IL VA MEDICAL CENTER","2401 WEST MAIN","MARION","IL","62959","WILLIAMSON","6189975311","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"14008F","MARION IL VA MEDICAL CENTER","2401 WEST MAIN","MARION","IL","62959","WILLIAMSON","6189975311","Postoperative Sepsis (PSI13)","PSI-13","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"14008F","MARION IL VA MEDICAL CENTER","2401 WEST MAIN","MARION","IL","62959","WILLIAMSON","6189975311","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","0","27","0","","10/01/2015","06/30/2017"
"14008F","MARION IL VA MEDICAL CENTER","2401 WEST MAIN","MARION","IL","62959","WILLIAMSON","6189975311","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","75","0","","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","Pressure Ulcer Rate (PSI03)","PSI-3","0","1644","0","","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","Inpatient Surgical Deaths (PSI04)","PSI-4","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","Collapsed lung due to medical treatment (PSI06)","PSI-6","0","3493","0","","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","2292","0","","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","Postoperative Hip Fracture (PSI08)","PSI-8","0","2766","0","","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","Perioperative Bleeding/Bruise (PSI09)","PSI-9","0","400","0","","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","0","281","0","","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","Postoperative Respiratory Failure (PSI11)","PSI-11","1","270","3.7","","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","0","425","0","","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","Postoperative Sepsis (PSI13)","PSI-13","0","261","0","","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","0","59","0","","10/01/2015","06/30/2017"
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","NORTH CHICAGO","IL","60064","LAKE","8476881900","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","354","0","","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","Pressure Ulcer Rate (PSI03)","PSI-3","0","1018","0","","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","Inpatient Surgical Deaths (PSI04)","PSI-4","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","Collapsed lung due to medical treatment (PSI06)","PSI-6","0","1621","0","","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","1130","0","","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","Postoperative Hip Fracture (PSI08)","PSI-8","0","1303","0","","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","Perioperative Bleeding/Bruise (PSI09)","PSI-9","0","29","0","","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","Postoperative Respiratory Failure (PSI11)","PSI-11","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","0","30","0","","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","Postoperative Sepsis (PSI13)","PSI-13","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"15002F","VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE","2121 LAKE AVENUE","FORT WAYNE","IN","46805","ALLEN","2604265431","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","64","0","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","Pressure Ulcer Rate (PSI03)","PSI-3","3","6114","0.49","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","Inpatient Surgical Deaths (PSI04)","PSI-4","20","100","200","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","Collapsed lung due to medical treatment (PSI06)","PSI-6","1","11353","0.09","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","1","7062","0.14","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","Postoperative Hip Fracture (PSI08)","PSI-8","0","9276","0","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","Perioperative Bleeding/Bruise (PSI09)","PSI-9","9","2837","3.17","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","5","2023","2.47","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","Postoperative Respiratory Failure (PSI11)","PSI-11","17","1374","12.37","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","11","2965","3.71","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","Postoperative Sepsis (PSI13)","PSI-13","13","1957","6.64","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","2","582","3.44","","10/01/2015","06/30/2017"
"15003F","INDIANAPOLIS VA MEDICAL CENTER","1481 W. TENTH STREET","INDIANAPOLIS","IN","46202","MARION","3175540000","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","1482","0","","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","Pressure Ulcer Rate (PSI03)","PSI-3","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","Inpatient Surgical Deaths (PSI04)","PSI-4","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","Collapsed lung due to medical treatment (PSI06)","PSI-6","0","35","0","","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","26","0","","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","Postoperative Hip Fracture (PSI08)","PSI-8","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","Perioperative Bleeding/Bruise (PSI09)","PSI-9","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","Postoperative Respiratory Failure (PSI11)","PSI-11","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","Postoperative Sepsis (PSI13)","PSI-13","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","MARION","IN","46953","GRANT","7656743321","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Pressure Ulcer Rate (PSI03)","PSI-3","0","2094","0","","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Inpatient Surgical Deaths (PSI04)","PSI-4","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Collapsed lung due to medical treatment (PSI06)","PSI-6","0","3562","0","","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","2386","0","","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Postoperative Hip Fracture (PSI08)","PSI-8","1","2862","0.35","","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Perioperative Bleeding/Bruise (PSI09)","PSI-9","2","561","3.57","","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","0","383","0","","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Postoperative Respiratory Failure (PSI11)","PSI-11","3","314","9.55","","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","0","581","0","","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Postoperative Sepsis (PSI13)","PSI-13","2","352","5.68","","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","0","170","0","","10/01/2015","06/30/2017"
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","DES MOINES","IA","50310","POLK","5156995999","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","758","0","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Pressure Ulcer Rate (PSI03)","PSI-3","0","2898","0","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Inpatient Surgical Deaths (PSI04)","PSI-4","1","31","32.26","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Collapsed lung due to medical treatment (PSI06)","PSI-6","2","5156","0.39","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","3146","0","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Postoperative Hip Fracture (PSI08)","PSI-8","0","3945","0","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Perioperative Bleeding/Bruise (PSI09)","PSI-9","3","1135","2.64","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","0","684","0","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Postoperative Respiratory Failure (PSI11)","PSI-11","3","544","5.51","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","3","1164","2.58","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Postoperative Sepsis (PSI13)","PSI-13","0","671","0","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","0","208","0","","10/01/2015","06/30/2017"
"16004F","IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA","52246","JOHNSON","3193380581","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","570","0","","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Pressure Ulcer Rate (PSI03)","PSI-3","0","936","0","","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Inpatient Surgical Deaths (PSI04)","PSI-4","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Collapsed lung due to medical treatment (PSI06)","PSI-6","0","1682","0","","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","1195","0","","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Postoperative Hip Fracture (PSI08)","PSI-8","0","1420","0","","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Perioperative Bleeding/Bruise (PSI09)","PSI-9","0","35","0","","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Postoperative Respiratory Failure (PSI11)","PSI-11","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","0","40","0","","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Postoperative Sepsis (PSI13)","PSI-13","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"17005F","COLMERY-O'NEIL VA MEDICAL CENTER","2200 SW GAGE BOULEVARD","TOPEKA","KS","66622","SHAWNEE","9136822000","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","117","0","","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Pressure Ulcer Rate (PSI03)","PSI-3","0","960","0","","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Inpatient Surgical Deaths (PSI04)","PSI-4","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Collapsed lung due to medical treatment (PSI06)","PSI-6","0","1526","0","","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","1150","0","","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Postoperative Hip Fracture (PSI08)","PSI-8","0","1286","0","","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Perioperative Bleeding/Bruise (PSI09)","PSI-9","0","86","0","","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Postoperative Kidney & Diabetic Complications (PSI10)","PSI-10","0","53","0","","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Postoperative Respiratory Failure (PSI11)","PSI-11","1","47","21.28","","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Perioperative Blood Clot/Embolism (PSI12)","PSI-12","0","95","0","","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Postoperative Sepsis (PSI13)","PSI-13","0","49","0","","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","PSI-14","0","29","0","","10/01/2015","06/30/2017"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Accidental puncture or laceration from medical treatment (PSI15)","PSI-15","0","134","0","","10/01/2015","06/30/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Pressure Ulcer Rate (PSI03)","PSI-3","1","1821","0.55","","10/01/2015","06/30/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Inpatient Surgical Deaths (PSI04)","PSI-4","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","06/30/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Collapsed lung due to medical treatment (PSI06)","PSI-6","0","3731","0","","10/01/2015","06/30/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Central Venous Catheter-Related Blood Stream Infection (PSI07)","PSI-7","0","2158","0","","10/01/2015","06/30/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Postoperative Hip Fracture (PSI08)","PSI-8","0","2761","0","","10/01/2015","06/30/2017"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Perioperative Bleeding/Bruise (PSI09)","PSI-9","1","801","1.25","","10/01/2015","06/30/2017"
