Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,55,220,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,DISTRICT OF,2027458000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),40,220,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,9191,,1/1/2016,12/31/2016
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.04,9191,,1/1/2016,12/31/2016
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,95,640,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,834,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,87,201,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),23,201,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.03,5981,,1/1/2016,12/31/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,5981,,1/1/2016,12/31/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,10,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,97,366,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,465,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,72,193,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,9104882120,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),58,193,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.09,9711,,1/1/2016,12/31/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,9711,,1/1/2016,12/31/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,1,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,90,387,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,95,457,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,66,232,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),49,232,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.12,4509,,1/1/2016,12/31/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4509,,1/1/2016,12/31/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,7,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,97,451,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,568,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,82,203,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),61,203,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.44,4830,,1/1/2016,12/31/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4830,,1/1/2016,12/31/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,92,593,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,98,806,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,32,218,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),20,218,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.6,8860,,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,8860,,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,100,16,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,85,389,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,96,511,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,75,186,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),55,186,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.01,10313,,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.01,10313,,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,8,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,90,392,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,470,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,89,189,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),56,189,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.01,10366,,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,10366,,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,43,14,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,94,658,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,813,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,84,245,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),47,245,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,4611,,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4611,,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,5,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,94,520,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,98,654,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,84,219,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),12,219,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,97,393,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,576,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,70,163,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),42,163,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.11,4999,,1/1/2016,12/31/2016
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.25,4999,,1/1/2016,12/31/2016
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,6,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,92,416,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,95,557,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,50,131,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),28,131,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.08,4758,,1/1/2016,12/31/2016
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4758,,1/1/2016,12/31/2016
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,5,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,95,366,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,98,486,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,93,149,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),52,149,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,0,241,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,94,347,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,32,102,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),13,102,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.27,6505,,1/1/2016,12/31/2016
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,6505,,1/1/2016,12/31/2016
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
